worker_id,task_duration
2223,10.726890243902439
2255,14.18569512195122
2263,9.233951219512194
2337,17.59419512195122
4889,54.51940243902438
5230,19.477804878048783
5259,20.009829268292684
5324,37.272158536585366
5775,11.035536585365854
5964,12.763292682926828
6762,61.30587804878049
8034,18.627853658536583
9029,50.08663414634147
15720,12.646433333333334
20183,50.89282926829269
20493,16.367865853658536
21528,17.33039024390244
22383,18.81187804878049
26556,19.282768292682924
26562,10.114878048780488
26895,18.83157317073171
26901,16.23898780487805
26945,19.790524390243903
27161,20.091634146341462
27766,24.185353658536584
29330,7.649158536585365
30109,13.003560975609755
34227,36.1095243902439
39684,60.531463414634146
41413,5.180451219512196
41466,30.84834146341463
41486,11.76230487804878
41549,16.16921951219512
44760,19.86820731707317
